Date & Time,Temp0,Temp1,Temp2,Temp3,Temp4,Temp5,Temp6,Temp7,Temp8,Temp9,Temp10,Temp11,Temp12,Temp13,Temp14,Temp15,Temp16,Temp17,Temp18,Temp19,Temp20,Temp21,Temp22,Temp23
17-03-2026 ; 11:50:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:50:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-03-2026 ; 11:52:21,31.8,31.5,31.5,31.8,33.3,33.4,33.2,33.2,33.7,33.6,33.6,33.3,33.4,33.1,33.1,34.4,33.9,33.9,33.6,33.1,33.7,33.1,32.9,35.1
17-03-2026 ; 11:53:00,31.9,31.6,31.6,31.8,33.2,33.4,33.2,33.2,33.8,33.6,33.6,33.3,33.4,33.1,33.1,34.4,33.9,34,33.6,33.1,33.8,33.1,32.8,35.1
17-03-2026 ; 11:58:00,33.5,33.7,33.5,32.1,34.4,34.7,34.5,34.4,34.5,34.6,33.8,33.6,35.3,35.6,35.9,35.6,34.9,36.6,34.8,35.1,35.1,34.6,34.4,35.5
17-03-2026 ; 12:03:00,36.5,37.7,36.7,32.6,36.1,36.3,36.4,36.1,35.8,35.9,34.3,33.9,37.2,38.2,38.6,36.9,36.4,38.9,37,37.9,37.6,36.6,36.2,35.7
17-03-2026 ; 12:08:00,39.7,41.9,40.2,33.3,38,38.1,38.5,38.1,37,37.3,35,34.3,38.8,40.2,40.7,38.2,37.8,40.8,39,40.2,39.9,38.2,37.8,36
17-03-2026 ; 12:13:00,42.5,45.6,43.2,33.8,39.7,39.7,40.1,39.7,38.3,38.5,35.6,34.8,40.3,42,42.4,39.3,39,42.3,40.6,42,41.8,39.6,38.9,36.3
17-03-2026 ; 12:18:00,45.4,49.1,46.1,34.5,41.4,41.4,42.1,41.6,39.6,39.8,36.4,35.2,41.6,43.6,44,40.4,40.1,43.8,42.1,43.6,43.3,40.9,40,36.2
17-03-2026 ; 12:23:00,48.2,52.5,49,35.4,43.2,43.3,44,43.3,40.9,41.2,37.3,35.6,43,45.2,45.6,41.6,41.3,45.4,43.5,45.1,44.8,42.1,41,36.9
17-03-2026 ; 12:28:00,50.7,55.7,51.7,36.1,44.9,45,45.7,45,42.2,42.6,38.2,36.1,44.3,46.7,47.1,42.7,42.6,47,44.8,46.5,46.2,43.3,41.9,37.2
17-03-2026 ; 12:33:00,53,58.5,54.2,36.8,46.4,46.5,47.2,46.8,43.6,44.1,39.3,36.6,45.3,47.9,48.4,43.8,43.6,48.2,46,47.6,47.4,44.3,42.6,37.3
17-03-2026 ; 12:38:00,55.3,61.3,56.6,37.6,48,48.2,48.9,48.4,44.8,45.4,40.3,37,46.4,49.1,49.6,44.8,44.8,49.4,47,48.6,48.3,45.1,43.2,37.6
17-03-2026 ; 12:43:00,57.4,63.8,58.6,38.4,49.6,49.7,50.3,49.9,46,46.8,41.4,37.5,47.3,50.1,50.6,45.8,45.8,50.7,47.9,49.4,49.2,46,43.7,37.4
17-03-2026 ; 12:48:00,59.2,65.7,60.5,39,50.9,51,51.7,51.2,47.2,48,42.6,37.8,48.1,51,51.6,46.6,46.8,51.7,48.7,50.1,50,46.7,44.1,38
17-03-2026 ; 12:53:00,61,67.7,62.2,39.6,52.2,52.5,52.9,52.6,48.3,49.2,43.7,38.3,49,51.8,52.5,47.5,47.8,52.8,49.5,50.8,50.7,47.3,44.6,37.9
17-03-2026 ; 12:58:00,62.6,69.5,63.8,40.3,53.5,53.8,54.2,53.8,49.3,50.4,44.7,38.7,49.7,52.6,53.3,48.3,48.6,53.7,50.2,51.3,51.3,48,45,38.6
17-03-2026 ; 13:03:00,64.2,71.3,65.4,41.1,54.8,55.1,55.4,55.1,50.3,51.6,45.8,39.1,50.4,53.3,54.2,49.2,49.6,54.8,50.8,51.9,52,48.6,45.3,38.1
17-03-2026 ; 13:08:00,65.8,72.9,67,41.9,55.9,56.4,56.5,56.3,51.2,52.7,46.8,39.4,51.2,54,54.9,50.1,50.4,55.7,51.4,52.5,52.5,49.1,45.7,39.2
17-03-2026 ; 13:13:00,67,74.2,68.2,42.4,57,57.5,57.4,57.3,52.1,53.7,47.7,39.8,51.8,54.6,55.6,50.8,51.2,56.5,51.9,52.9,53,49.6,46,39
17-03-2026 ; 13:18:00,68,75.2,69.2,42.9,57.9,58.3,58.2,58.2,52.9,54.6,48.6,40.1,52.2,55,55.9,51.4,51.8,57,52.2,53.1,53.3,49.8,46.1,39
17-03-2026 ; 13:23:00,68.9,76.1,70,43.5,58.7,59.1,58.8,58.9,53.5,55.3,49.4,40.4,52.5,55.2,56.2,51.9,52.3,57.4,52.5,53.2,53.5,50.1,46.1,39.7
17-03-2026 ; 13:28:00,69.3,76.7,70.5,44,59.1,59.7,59.3,59.4,54,56,50.1,40.8,52.9,55.6,56.6,52.5,52.9,57.9,52.8,53.3,53.7,50.3,46.2,40.3
17-03-2026 ; 13:33:00,70,77.5,71.3,44.5,59.9,60.5,60,60.2,54.5,56.6,50.6,41,53.2,55.9,56.9,52.9,53.4,58.4,53.1,53.5,53.9,50.5,46.3,39.5
17-03-2026 ; 13:38:00,70.8,78,71.8,44.9,60.5,61.1,60.5,60.8,55,57.2,51.3,41.3,53.5,56.2,57.3,53.4,53.8,58.9,53.3,53.7,54.1,50.7,46.4,39.5
17-03-2026 ; 13:43:00,71.2,78.5,72.3,45.4,61.1,61.6,60.8,61.2,55.4,57.8,52,41.5,53.8,56.4,57.7,53.8,54.2,59.4,53.4,53.8,54.2,50.9,46.6,39.4
17-03-2026 ; 13:48:00,71.8,78.8,72.7,45.9,61.7,62.1,61.4,61.6,55.8,58.2,52.5,41.7,54,56.6,58,54.2,54.6,59.8,53.7,53.9,54.4,51.1,46.7,39
17-03-2026 ; 13:53:00,72.2,79.1,73.1,46.2,62,62.6,61.7,61.9,56.2,58.7,53.1,41.8,54.3,56.8,58.3,54.6,54.9,60.3,53.8,54,54.6,51.2,46.8,39.1
17-03-2026 ; 13:58:00,72.7,79.4,73.6,46.7,62.5,63,62.1,62.4,56.6,59.2,53.4,42,54.5,57,58.6,54.9,55.3,60.6,54.1,54.2,54.8,51.4,46.9,39.4
17-03-2026 ; 14:03:00,73.1,79.8,73.9,47.1,62.9,63.4,62.4,62.8,56.9,59.5,53.7,42.2,54.8,57.3,58.9,55.3,55.6,61,54.3,54.4,55.1,51.6,47.1,39.5
17-03-2026 ; 14:08:00,73.5,80.1,74.4,47.5,63.3,63.9,62.8,63.2,57.3,59.9,54.2,42.4,55.2,57.7,59.2,55.7,56,61.4,54.5,54.6,55.3,51.8,47.2,39.8
17-03-2026 ; 14:13:00,74,80.6,75,47.9,63.6,64.3,63.3,63.7,57.6,60.4,54.6,42.6,55.4,58,59.4,56,56.3,61.7,54.8,54.8,55.5,52,47.4,39.8
17-03-2026 ; 14:18:00,74.3,81.1,75.3,48.2,64.2,64.6,63.6,64,57.9,60.7,54.9,42.8,55.7,58.3,59.7,56.3,56.7,62,55.1,55.1,55.8,52.3,47.6,39.7
17-03-2026 ; 14:23:00,74.6,81.4,75.4,48.5,64.1,65.1,63.8,64.4,58.3,61,55,43,55.9,58.6,59.8,56.6,57,62.3,55.3,55.3,56.1,52.5,47.7,41.7
17-03-2026 ; 14:28:00,75,82,75.9,48.9,64.5,65.6,64.1,64.8,58.5,61.3,55.4,43.2,56.2,58.9,60.1,56.9,57.3,62.6,55.5,55.4,56.3,52.6,47.8,42.1
17-03-2026 ; 14:33:00,75.2,82.3,76.2,49.2,64.8,65.9,64.3,65.1,58.8,61.6,55.7,43.4,56.4,59.2,60.4,57.2,57.5,62.8,55.6,55.7,56.4,52.7,47.9,41.5
17-03-2026 ; 14:38:00,75.4,82.5,76.4,49.4,65.1,66.1,64.4,65.3,59,61.9,55.9,43.6,56.6,59.4,60.5,57.4,57.8,63.1,55.8,55.8,56.7,52.9,48,42
17-03-2026 ; 14:43:00,75.7,83,76.7,49.6,65.3,66.4,64.7,65.5,59.3,62.2,56.2,43.6,56.9,59.7,60.8,57.7,58.1,63.4,56,56,56.8,53.2,48.1,41.5
17-03-2026 ; 14:48:00,76.1,83.4,77.3,50.1,66,66.8,65.1,65.9,59.5,62.5,56.5,43.8,57.1,59.9,60.9,57.9,58.4,63.5,56.1,56.1,57,53.2,48.2,41
17-03-2026 ; 14:53:00,76.2,83.8,77.5,50.2,65.9,67,65.4,66.1,59.8,62.6,56.7,43.9,57.2,60.1,61.1,58.1,58.5,63.7,56.2,56.2,57.1,53.3,48.3,41.2
17-03-2026 ; 14:58:00,76.4,84.1,77.6,50.4,66,67.2,65.5,66.4,59.9,62.9,57,44,57.4,60.2,61.3,58.3,58.8,64,56.4,56.4,57.2,53.5,48.4,41.6
17-03-2026 ; 15:03:00,76.4,84.2,77.9,50.7,66.3,67.4,65.7,66.6,60.2,63.2,57.2,44.1,57.6,60.5,61.4,58.5,58.9,64.1,56.5,56.5,57.3,53.6,48.5,40.3
17-03-2026 ; 15:08:00,76.8,84.7,78.2,50.9,66.6,67.6,66,66.9,60.3,63.4,57.4,44.1,57.8,60.7,61.6,58.7,59.2,64.4,56.6,56.7,57.5,53.8,48.6,40.9
17-03-2026 ; 15:13:00,77,85,78.4,51.1,66.7,67.8,66.2,67,60.6,63.6,57.7,44.2,58,61,61.9,58.9,59.4,64.6,56.8,56.8,57.7,53.9,48.8,42.2
17-03-2026 ; 15:18:00,77.1,85.3,78.7,51.3,67.1,68,66.5,67.3,60.7,63.8,57.9,44.4,58.2,61.2,62.1,59.1,59.6,64.8,56.9,57,57.8,54,48.9,42.4
17-03-2026 ; 15:23:00,77.5,85.7,79,51.6,67.2,68.3,66.7,67.6,61,64,58.1,44.5,58.3,61.3,62.2,59.2,59.8,64.9,57,57.2,58,54.2,48.9,42.1
17-03-2026 ; 15:28:00,77.7,86,79.3,51.7,67.3,68.5,66.9,67.8,61.2,64.2,58.2,44.6,58.4,61.4,62.4,59.4,59.8,65.1,57.2,57.2,58.1,54.3,49,42.2
17-03-2026 ; 15:33:00,77.8,86.3,79.5,52,67.6,68.7,67,68,61.3,64.4,58.4,44.6,58.6,61.6,62.5,59.6,60,65.3,57.3,57.3,58.2,54.3,49.1,41.9
17-03-2026 ; 15:38:00,77.9,86.5,79.7,52.1,67.7,68.9,67.3,68.2,61.4,64.5,58.5,44.7,58.7,61.7,62.6,59.7,60.2,65.4,57.4,57.4,58.3,54.4,49.1,41.4
17-03-2026 ; 15:43:00,78.2,86.9,79.9,52.3,68.1,69.1,67.5,68.4,61.5,64.7,58.7,44.8,58.8,61.9,62.8,59.8,60.4,65.6,57.5,57.6,58.4,54.6,49.2,41.4
17-03-2026 ; 15:48:00,78.3,87.2,80.2,52.4,68.4,69.3,67.6,68.6,61.8,64.9,58.9,44.9,59,62.1,62.9,60,60.5,65.7,57.6,57.6,58.5,54.6,49.3,41.5
17-03-2026 ; 15:53:00,78.5,87.3,80.3,52.6,68.5,69.4,67.7,68.7,62,65,59.2,44.9,59,62.2,63,60.1,60.6,65.8,57.6,57.7,58.5,54.7,49.3,41.8
17-03-2026 ; 15:58:03,78.7,87.7,80.5,52.7,68.5,69.7,68,68.9,62,65.2,59.2,44.9,59.1,62.3,63.1,60.2,60.7,66,57.7,57.7,58.6,54.8,49.3,41.2
17-03-2026 ; 16:03:04,78.8,87.8,80.6,52.8,68.8,69.8,68,69,62.1,65.3,59.3,45,59.2,62.4,63.2,60.3,60.9,66.2,57.8,57.8,58.7,54.8,49.4,42.2
17-03-2026 ; 16:08:04,78.8,88,80.8,53,69.1,69.8,68.2,69.2,62.2,65.5,59.5,45,59.3,62.5,63.4,60.5,60.9,66.3,57.8,57.9,58.8,54.9,49.5,41.5
17-03-2026 ; 16:13:04,79.1,88.3,81,53.1,69,70.1,68.3,69.3,62.4,65.6,59.6,45,59.4,62.7,63.6,60.6,61.2,66.5,57.9,58,58.9,55,49.6,41.6
17-03-2026 ; 16:18:04,79.3,88.5,81.2,53.2,69.4,70.2,68.5,69.5,62.5,65.7,59.7,45.1,59.6,62.9,63.8,60.8,61.2,66.6,58,58.1,59,55,49.6,41.2
17-03-2026 ; 16:23:04,79.5,88.7,81.4,53.3,69.6,70.4,68.6,69.6,62.7,65.9,59.9,45.1,59.7,62.9,63.8,60.8,61.3,66.7,58.1,58.1,59.1,55.1,49.6,41.3
17-03-2026 ; 16:28:04,79.7,88.9,81.4,53.4,69.5,70.5,68.8,69.7,62.8,66,60,45.1,59.7,62.9,63.9,60.9,61.4,66.8,58.1,58.1,59.1,55.1,49.6,41.6
17-03-2026 ; 16:33:04,79.7,89,81.7,53.6,69.6,70.7,68.9,69.8,62.8,66.1,60.1,45.1,59.8,63,63.9,61,61.5,66.9,58.1,58.1,59.1,55.2,49.6,41.2
17-03-2026 ; 16:38:04,79.9,89.1,81.8,53.6,69.9,70.7,68.9,69.9,62.9,66.2,60.2,45.1,59.8,63,64,61,61.4,67,58.1,58.1,59.1,55.1,49.6,41.6
17-03-2026 ; 16:43:04,80,89.3,82,53.7,69.8,70.8,68.9,70,63,66.3,60.3,45.1,60,63.2,64.1,61.2,61.6,67.2,58.2,58.2,59.2,55.2,49.7,42.5
